id,title,all_authors,author_gender,category,format,style,wc,inquote,nframe,NN_QI,NN_NF,VB_QI,VB_NF,JJ_QI,JJ_NF,RG_QI,RG_NF,RO_QI,RO_NF,PP_QI,PP_NF,VERB_QI,VERB_NF,AUX_QI,AUX_NF,ADV_QI,ADV_NF,PROPN_QI,PROPN_NF,CCONJ_QI,CCONJ_NF,SCONJ_QI,SCONJ_NF,INTJ_QI,INTJ_NF,p1_QI,p1_NF,p2_QI,p2_NF,p3_QI,p3_NF,neg_QI,neg_NF,VBPRT_QI,VBPRT_NF,VBPRS_QI,VBPRS_NF,VBSUP_QI,VBSUP_NF,VBIMP_QI,VBIMP_NF,VBINF_QI,VBINF_NF,VBSFO_QI,VBSFO_NF,NNIND_QI,NNIND_NF,NNDEF_QI,NNDEF_NF,NNSIN_QI,NNSIN_NF,NNPLU_QI,NNPLU_NF,JJSUV_QI,JJSUV_NF,JJKOM_QI,JJKOM_NF
orig_058,Mörkt arv - S1,Arianna Bommarco,F,CRIME,original,quot,94387,40269,49202,100400,147596,204450,194931,43309,45059,2856,2398,422,732,58407,97333,133701,144466,71147,51177,102809,88391,21183,59957,40279,39734,29949,22987,11647,528,47456,833,33152,346,16936,54916,17482,9166,140532,706183,478683,14284,60974,96653,90611,2711,228471,179960,27815,38369,688598,539383,301509,458001,762553,810796,227554,186588,33257,36085,50459,44655
orig_059,Nära gränsen – Gisslan,Daniel Åberg,M,CRIME,original,quot,129828,35931,92503,98383,144201,198436,191086,29278,37664,3034,4411,278,962,63845,95813,142245,149033,56442,42355,115610,105943,18619,32075,43138,35437,34010,31156,17756,2713,44919,8238,29779,4746,25271,64938,14417,11675,176438,122313,435905,566078,71108,89500,122440,17368,193969,204062,28331,48880,566620,499888,426025,496364,812730,825549,179915,170702,29468,33582,54183,53100
orig_060,Nära gränsen – Hotet,Daniel Åberg,M,CRIME,original,quot,130143,48931,79935,101429,140889,197298,193169,31616,37818,3495,4366,409,738,71407,96654,140974,146819,56569,46613,109706,97742,18863,44273,40813,34153,37093,30562,14449,2502,42345,6468,27038,3240,23319,61588,14817,12247,214212,134512,412782,548540,80381,98957,100373,14507,191838,202772,33872,53559,590570,516960,393915,473806,827524,832623,157163,158142,28442,31095,42663,46973
orig_061,Nina i Granbergsbyn - S1,Anna Holmström Degerman,F,OTHER,original,quot,104373,22602,77570,86099,140235,193257,190808,37032,48086,1327,2101,88,941,44200,91324,134324,139938,59021,51167,102425,94676,27475,42658,47252,38933,28891,28310,22564,541,41501,1018,30440,696,17919,65721,14866,14593,146520,125937,478709,599149,51740,91345,175824,4527,145604,177218,29991,51888,734841,579518,248201,415793,830935,813017,153135,182386,23895,38070,39427,54155
orig_062,Nina i Granbergsbyn - S2,Anna Holmström Degerman,F,OTHER,original,quot,95547,24575,68093,91963,144582,190682,189373,36948,47553,1709,1850,407,1013,45982,96148,133998,142438,56724,47274,95829,88041,33896,50842,46348,40166,30926,29357,20468,367,40488,573,29379,323,19532,60256,14323,12380,135937,82358,485915,662970,57405,80496,172855,3490,146180,168825,24968,43428,714602,572270,268142,425394,815487,811579,167257,186186,39648,41384,36344,47869
orig_063,Ögonvittnet,Anna Bågstam,F,CRIME,original,quot,117627,47766,67505,102667,162107,214169,209584,30733,37864,2261,2696,502,400,63999,90690,142570,163529,71997,46397,87007,80705,29163,39967,38375,41893,36700,31420,12184,563,52904,3407,26923,1348,33539,72661,17460,10281,212317,105103,453666,663486,79961,71105,76149,3393,176833,156135,26491,31524,596044,374852,394576,621950,828303,852691,162520,144110,37466,28951,47003,44210
orig_064,Önskebrunnen - S1,"Felicia Welander, Peo Bengtsson",2,CRIME,original,quot,101490,22531,73630,75762,143854,201278,192489,32755,42238,1687,2241,133,394,45448,95355,140251,145077,61249,47603,92628,103178,28672,30083,36971,40024,29027,27217,31113,1412,56056,3776,37859,2540,14336,63412,16466,10498,173539,632894,436384,48402,47409,74720,159647,20814,182800,222606,20507,39018,640890,471771,345050,524641,810779,819203,176333,177304,24390,37942,17615,36977
orig_065,Panopticon,JC Koldemo,F,OTHER,original,quot,111856,22898,81245,121888,171666,201153,175666,32099,43240,3319,3434,393,505,61315,102529,138309,136710,63062,39153,76033,80768,30701,32027,37165,35978,29610,25220,8123,406,44458,911,35156,640,23015,65690,12665,8837,137212,120095,483283,656110,67304,59137,115502,3503,195614,160174,42119,50659,667144,536029,327481,462824,776783,761167,218201,237757,36735,38998,36735,37005
orig_067,Ryggdjur,Hanna von Corswant,F,CRIME,original,quot,96032,15388,79574,72394,112662,211918,209063,35222,42677,780,1521,0,540,44450,81886,136990,141416,75188,68138,126592,121497,16246,26227,38602,45706,25864,30161,29698,2011,50884,264,36587,214,19756,79549,14882,13685,166207,644025,484514,21099,68384,115653,94143,4508,184299,214114,16559,37269,675943,528611,311490,467931,833932,822421,153501,174233,25830,29152,44280,53298
orig_068,Saknad - S1,Lone Theils,F,CRIME,original,quot,100639,45735,54230,84159,158916,204482,189415,29234,42006,4089,4739,525,774,60020,108630,134645,144182,70078,45436,96447,80361,25276,48811,40669,41840,30392,30186,20597,885,47076,3245,28884,1531,29037,56021,16027,8814,164991,703076,458618,29595,76347,102998,115697,5062,184025,158879,23097,32613,645362,490021,347883,507310,818654,830703,174591,166628,43381,41264,36649,32485
orig_069,Samtal pågår,"Henrik Karlsson, Tiina Nevala",2,OTHER,original,quot,88369,33301,53020,81859,134553,202306,201132,38858,39155,2132,3640,270,717,49668,94644,137864,157601,64713,43738,103631,85232,15345,38325,45104,38551,38708,26537,18948,132,53212,226,35434,113,9910,83497,17447,10675,153184,736122,466973,8627,59077,85803,132848,4032,187027,165229,30577,34040,730741,496916,256420,500701,805209,803056,182685,194561,43277,38536,32457,49133
orig_070,Sekten - S1,Maria Nordström,F,CRIME,original,quot,106607,37387,65663,70586,123113,210394,198057,36189,44698,1284,3031,374,914,48439,82360,141466,151790,69222,46754,103592,93980,12598,20316,48413,46373,35413,31022,22147,822,49964,75294,36617,914,25249,39596,20622,13006,132215,146175,469108,584852,62675,64360,110094,4691,225146,198616,26062,45290,733990,643122,261463,353414,793103,790945,202349,205468,43607,39523,63562,55877
orig_071,Semesterkaos på Huvudkontoret,Gunnar Svensén,M,OTHER,original,quot,27088,6207,16813,91026,149587,179636,166419,36733,48236,3222,2558,322,833,42855,92726,130659,127104,49138,39553,93765,102123,36088,52697,38666,41813,21750,21412,34316,3866,33349,4342,21911,3569,15950,37233,10633,9279,134529,649035,442152,88635,29596,60043,248430,30379,143498,171909,26009,30736,695575,584493,286726,407157,812389,801193,169912,190855,48246,22195,21930,34525
orig_072,Skuggspelet,Anna Bågstam,F,CRIME,original,quot,122813,56612,62892,107203,166110,209938,210679,29322,35998,2508,3450,177,318,66117,91411,144581,166842,65622,44203,88373,71758,27644,49625,38543,37397,39108,31244,14679,572,44196,2878,23105,1367,30418,68355,16233,10796,181573,78868,461254,699623,78755,73887,106942,3623,169794,143698,37021,38038,601582,394084,389685,602852,808206,851249,183226,145688,43976,39311,53614,50353
orig_073,Slutspel,Nina Hampusson,F,OTHER,original,quot,110204,48137,54746,115109,159445,190768,177054,36188,44734,2327,3251,332,548,64379,104830,131770,148760,59227,28440,113800,90600,26528,63420,44103,38304,31847,21627,16598,1644,36292,3672,27318,2576,19548,46232,12361,5096,129478,709687,470543,63035,69150,74796,127845,7841,202221,144331,22324,39100,616495,491465,371594,493527,818083,816588,170186,168748,41906,26950,45924,36341
orig_074,Sofia Tholls kabinett - S1,Elisabeth Östnäs,F,CRIME,original,quot,104690,24467,74578,96865,144721,201414,186717,38869,50860,2003,1971,368,523,48596,84743,139739,145633,61757,41339,100830,85977,26076,39261,46552,46515,34659,22607,13896,831,48678,4988,24932,697,25872,69283,12384,8689,221185,731275,427151,42154,61282,84381,128247,3519,162135,138312,37744,43375,689873,528954,296624,464004,817300,799685,170042,193551,51525,24782,30494,27419
orig_075,Stackars Birger - S1,Martina Montelius,F,OTHER,original,quot,92914,25591,45996,112774,153796,190145,171950,43492,51700,1837,2435,391,1109,72018,97595,123559,118989,66977,53613,94330,84899,16920,19697,39701,34938,33371,30046,13364,2892,59240,67136,37709,761,14888,23067,14146,12349,109741,141990,545828,537615,74394,72702,44595,4046,224620,240106,24866,44759,740125,689426,255717,308453,762301,791349,233541,206390,43127,40370,28751,32801
orig_076,Stockholm Psycho,Anna Bågstam,F,CRIME,original,quot,107885,32057,60795,101881,148795,216864,202681,32567,41451,2683,5658,156,411,55433,95764,144836,157710,72340,45234,88187,80763,30134,58212,34314,42948,32442,27058,14693,280,55838,1168,31912,855,18685,62406,16096,8076,127301,89352,512514,668073,58113,78072,103423,4301,198360,159309,21720,33355,648806,442848,328230,553946,806797,812293,170545,184612,34483,25794,31609,25397
orig_077,Storm,Karina Berg Johansson,F,CRIME,original,quot,62919,20946,41021,65311,102972,220615,216182,26640,28936,1671,1195,95,366,35950,82787,160699,174301,60107,42003,116872,104654,16805,53095,48935,26547,38241,36713,25828,975,46882,2560,20815,1243,23823,79008,19288,11482,159706,62246,388444,702751,46310,42400,211859,13306,193465,179296,13201,22779,646930,435843,342836,561553,853070,854403,137427,142992,25090,29486,66308,53075
orig_078,Summer Karlsson - S1,Johanna Nilsson,F,OTHER,original,quot,119484,59604,57770,95514,132318,201564,190774,45031,38255,2701,5574,369,519,51322,85788,138799,158698,63200,32387,100597,96019,10721,15735,45031,48710,33370,23455,24411,3029,60332,80994,34595,1264,18640,37165,16291,9780,110122,60884,493424,731422,54187,49451,121858,9799,219827,147264,19311,27402,756543,638409,232918,353349,796241,814364,193571,177394,30924,25792,36140,27602
orig_079,Summer Karlsson - S2,Johanna Nilsson,F,OTHER,original,quot,108345,53675,52580,98985,137524,197448,192145,43857,40167,3689,5744,447,818,59525,91385,138891,159357,59059,33207,107406,101940,15929,21909,47042,50647,33349,26056,21295,1617,57699,75428,33703,1331,20065,35565,14998,10612,132289,48698,473674,716619,59256,56518,112002,8017,221740,169455,22834,31377,743836,645416,238848,345595,811406,814963,171654,176462,37383,28883,32710,31250
orig_080,Summer Karlsson - S3,Johanna Nilsson,F,OTHER,original,quot,92186,43140,48678,98980,141871,199560,191647,42490,40367,3802,6368,556,801,58716,91848,136857,154033,63190,38025,102086,95259,15971,22474,47311,46797,32707,23234,18938,1582,54822,73442,31572,1890,21766,34369,15763,10991,161110,64852,452666,707471,66326,62279,113602,5252,205831,159610,28575,37410,728806,629163,257143,365914,804918,800898,181265,194469,34915,33588,48009,38168
orig_081,Svart stjärna - S1,"Jesper Ersgård, Joakim Ersgård",M,OTHER,original,dash,93064,18401,74622,101081,153681,222651,172161,33422,54300,5108,3457,489,724,60268,103120,152492,135952,70377,36410,104831,100051,17227,39064,37933,48243,34020,18480,5489,295,59888,938,27933,67,13641,61791,19999,6928,96412,734179,494508,21795,57603,89048,169880,3503,180864,151164,33927,67175,569892,488751,419892,507499,810215,790024,179570,206226,34146,24926,52033,31589
orig_082,Svart stjärna - S2,"Jesper Ersgård, Joakim Ersgård",M,OTHER,original,dash,93754,17799,75891,94668,161020,228665,174764,30226,54605,3652,3400,225,606,62363,104835,154728,134311,74442,40835,90511,99076,27361,39728,38822,47937,33878,19449,6630,527,56857,922,34946,474,20675,58017,19664,7471,113022,702179,469042,24881,60688,119656,170025,4599,186486,147930,28747,63862,603561,486252,388724,511375,760237,808838,232641,188871,39033,21959,35316,38127
orig_083,Svart stjärna - S3,"Jesper Ersgård, Joakim Ersgård",M,OTHER,original,dash,86135,7962,78127,85657,166165,249435,173052,24366,58482,1507,2304,251,499,49736,107184,170309,134115,79126,39218,91686,94231,21100,24447,32027,45567,30394,18752,7285,346,59030,1587,40191,410,20472,65291,17458,6950,108761,703254,435549,28846,61934,102367,206949,4956,186808,160355,27694,75296,492669,502157,500000,496919,812317,794022,180352,205053,30928,26264,41237,28671
orig_085,Tick Tack - S1,Leffe Grimwalker,M,CRIME,original,quot,95076,16781,63336,84917,134094,202312,198765,29438,42172,3456,5637,298,789,49997,80760,143794,148731,58817,50382,90400,87944,21989,21331,45826,58213,29498,28499,21632,2005,50712,66676,44574,2400,18831,31783,15196,11210,94551,70061,518704,687584,46539,59814,168778,9691,171134,170307,14433,32727,704561,617450,278596,377723,848421,787472,134737,207936,28340,50917,36437,55784
orig_086,Tick Tack - S2,Leffe Grimwalker,M,CRIME,original,quot,111753,16316,77255,86480,139900,201397,196117,30829,42211,3248,6110,306,518,45783,77380,143172,152767,58286,43725,85928,89897,25619,19183,40329,54184,25558,26134,19061,1592,44251,53123,48112,1514,17468,37033,15016,11585,83080,68048,502435,722527,46561,48908,194766,12474,171333,146063,20998,36697,721474,581791,258682,412657,820695,794226,159461,200315,35785,36492,45726,61331
orig_087,Tick Tack - S3,Leffe Grimwalker,M,CRIME,original,quot,112807,23619,74086,101147,154415,196706,189928,31839,45137,3429,6088,423,837,55294,89450,142258,144670,54575,45528,91706,83012,29595,37429,35988,45488,24684,27104,22990,1093,45684,35796,35819,1849,22651,43895,13421,9340,124193,79099,486009,682539,63711,68083,173698,8173,151743,160969,23246,39869,692340,569668,290917,424738,806614,787675,176643,206556,37234,45156,47872,63098
orig_088,Tio platser du måste besöka efter min död,Karin Wallén,F,OTHER,original,quot,108245,33036,67723,92172,155531,197633,185816,38231,44372,3148,2614,817,724,47191,101649,137184,147099,60601,38864,106702,93233,23883,37535,37293,45937,26426,26033,29422,561,40653,1905,32238,1491,15196,59404,13561,6970,154388,679990,444785,25191,46408,108948,167407,7152,185327,178163,24047,35601,684401,532137,297865,463780,778654,791323,204598,204595,34838,30948,34046,45923
orig_089,Utpost,Dmitry Glukhovsky,M,OTHER,original,quot,113152,37229,73757,96457,169177,197776,182667,31427,43169,1182,2874,430,813,56166,95937,139434,141180,58664,41650,79024,83734,16922,16663,31159,32716,22859,21313,14371,1654,46093,3213,40587,2156,23369,64075,18265,13206,109466,88993,493685,664514,46448,50249,164064,9426,185522,186076,28521,46760,673072,535022,324422,463376,779727,741705,217767,256772,36752,26382,39316,33920
orig_091,Vargland - S1,Björn Olofsson,M,CRIME,original,quot,92491,23808,63554,100512,152374,202453,192687,31124,41524,5418,4972,336,677,52335,97618,147387,149196,55150,43884,95472,101473,17053,38440,39483,45158,25160,22123,29780,1212,42633,252,35324,283,23774,68383,9997,9409,152697,696391,421992,14127,57261,84436,167635,5879,199793,199085,17842,34460,659423,513837,325533,483684,735061,774577,250313,222945,26991,41682,29690,61008
orig_092,Vargland - S2,Björn Olofsson,M,CRIME,original,quot,90627,23162,62958,91443,146367,203221,196401,31258,38105,4922,4320,345,572,49478,97525,146922,154849,56601,41774,96753,101147,17486,44283,42311,45951,26768,24413,22710,937,48830,413,34539,64,28452,74637,12521,8466,161674,718318,416614,12455,45039,74323,176546,4852,199703,189972,21033,37283,660057,504829,331917,493760,785175,799566,206799,199023,31768,34181,53867,62943
orig_093,Vespers vidunderliga äventyr,Ida Kjellin,F,OTHER,original,quot,109796,27361,73221,114104,160500,192098,173693,41482,53919,2485,3578,658,724,61694,98619,136508,130140,56211,44236,98315,94085,27046,43089,36329,41067,28471,22453,19846,2008,41446,1011,33296,533,11915,51297,12682,9424,158676,670388,414003,20365,60883,119987,156773,5268,208714,183598,27968,47177,671044,600664,318706,396018,793081,786845,197309,209922,51101,42047,32599,33688
orig_094,Victoria Bonde - Jakten,Leffe Grimwalker,M,CRIME,original,quot,229316,62587,156763,99605,143529,203365,196558,32323,42248,3020,4714,703,829,60236,89734,140269,146380,63512,50605,89300,87967,24558,35697,43140,47237,38091,34358,16026,950,47023,23341,28249,1276,23168,54063,14476,11412,154698,386201,453803,349723,68196,83017,131050,7172,191703,173206,21920,34661,656721,566622,334777,428622,823227,814489,168271,180978,48443,44391,33119,58282
orig_095,Virus:1,Daniel Åberg,M,OTHER,original,quot,93975,18876,68515,92128,164125,198294,184412,31257,40750,3602,3941,265,598,53295,102926,144045,151470,54673,33088,111676,99146,17535,27206,43812,38357,35230,27614,20926,1562,46196,1693,22939,803,22621,63534,14516,10757,193962,97507,419182,640364,54235,61654,137590,4670,194229,195410,26717,51524,606095,518542,350201,478613,778608,842597,177688,154558,25424,33668,61017,57307
orig_096,Virus:2,Daniel Åberg,M,OTHER,original,quot,109337,29313,78281,97909,148887,202061,187351,32409,40981,3753,3794,512,664,63317,96332,142360,150075,59905,37455,113260,102950,14976,33367,43087,39614,36741,29496,15420,2031,48920,2747,27530,1252,26780,66951,16409,11510,153132,90413,452980,645370,59092,67094,116664,7091,217457,189895,36637,53457,599303,511369,375261,484942,825436,834148,150523,162162,28421,33978,51579,49564
orig_097,Virus:3,Daniel Åberg,M,OTHER,original,quot,109188,29895,74844,96906,142136,195250,186000,32681,42128,3713,4770,569,748,63522,97469,143368,146251,52216,39963,116374,107383,22579,34485,41579,37077,36795,28633,18498,2819,44221,5892,19535,1670,25322,63452,14250,11250,237279,124560,397293,589182,60648,79448,113072,11278,191537,195101,42659,54378,586814,535063,401795,459579,799103,817917,189852,176631,28659,41548,48106,57406
orig_098,Virus:4,Daniel Åberg,M,OTHER,original,quot,114793,34818,72754,99948,144748,194985,185969,31105,39778,3849,4082,431,646,67982,98854,140588,150631,54569,35599,124102,106029,21512,34940,42995,38266,34609,29387,16285,2295,40870,4288,22833,1993,26021,65605,13441,10597,228900,118921,396229,607761,66873,78344,103550,5100,204301,189579,35793,59793,568966,523787,413793,471085,797126,828696,186494,166176,31394,32827,44321,57360
orig_099,Virus:5,Daniel Åberg,M,OTHER,original,quot,110149,37910,69961,99367,158288,197204,188605,36376,39794,5197,5660,844,700,64521,99956,138433,148769,58929,40237,115748,103786,16012,27573,43023,37750,35532,29288,18465,2144,40807,5031,25033,2358,23345,58361,14587,10392,200508,124365,436865,592194,63670,81091,100589,8336,198101,193179,38791,60781,579506,490880,409344,503161,817361,826711,172020,167419,31182,38075,31182,51724
orig_100,Virus:6,Daniel Åberg,M,OTHER,original,quot,113381,34155,77548,101654,148953,191919,190218,31562,38776,4128,4049,586,735,65730,96405,138311,150565,53901,39898,116703,102414,23979,33902,43098,34985,34578,31194,17538,2192,40755,6860,20758,2669,23628,61059,14756,11464,204424,123381,415561,589994,62548,82164,113959,12609,202899,190767,38444,57488,567972,508095,413306,485586,809044,832742,172235,161025,25046,33256,42672,44895
orig_101,Virus:7,Daniel Åberg,M,OTHER,original,quot,136208,38744,96677,97280,146922,201296,192259,32831,39668,3484,3755,361,703,62461,94086,146345,151918,55338,40620,107862,100096,21887,32366,40987,34724,35980,30907,13886,2079,44420,6237,26972,3641,24004,64297,15512,11357,178356,116264,430953,597138,68470,76236,124118,13665,197077,195836,38082,59881,583444,505421,401698,489017,799682,832442,185726,161997,29088,32073,55031,56063
orig_102,Westins bageri & kafé - S1,Solja Krapu-Kallio,F,OTHER,original,dash,109411,25236,84058,97757,146316,227017,189334,38833,45266,1783,3450,436,738,54961,91699,155017,132266,72238,57413,108734,103548,18545,40793,39150,38854,30512,23757,9906,1035,43866,595,33088,416,17515,55426,16247,9577,112236,650644,450340,32422,57078,113792,204224,8608,175947,194345,23913,40716,681394,572811,292663,421986,786786,799984,187272,194894,32653,37582,38776,40210
orig_103,Westins bageri & kafé - S2,Solja Krapu-Kallio,F,OTHER,original,dash,106508,28800,77666,98264,146666,224410,188487,35868,45747,2951,2446,590,592,55486,90954,151979,136623,72743,52301,105451,100314,22049,50176,39757,37584,32118,23086,8715,1391,43681,824,30868,412,22812,54760,14861,9013,140492,690553,430450,22611,65759,96181,200990,9359,161690,181092,22745,42694,662898,551049,328622,443508,836042,813537,155830,181020,40658,33211,37754,41373
orig_104,Westins bageri & kafé - S3,Solja Krapu-Kallio,F,OTHER,original,dash,97621,24324,73255,99531,145028,221551,187741,38851,46140,2467,2498,617,669,56446,93058,153100,135895,68698,52229,100477,92895,25448,63395,38398,37963,30012,21664,9579,614,39138,355,30752,314,20186,48679,14225,7877,147894,682687,412136,28721,54556,108558,225088,5308,159399,174580,20226,35919,688971,556288,289963,439006,801735,811370,177200,183923,40212,36982,34921,35503
orig_105,Westins bageri & kafé - S4,Solja Krapu-Kallio,F,OTHER,original,dash,99491,22807,76648,95190,140799,224668,193795,35515,42910,2412,2609,351,913,55553,93362,153330,140017,71601,54026,110142,94210,22493,52278,37357,36557,36392,23771,8594,796,47178,1109,32578,718,17626,60732,14294,9485,131733,662044,445550,28746,59914,104080,193404,10772,169204,194291,25956,36287,671580,547906,317826,443384,816214,822090,173192,169107,18519,37701,38272,32229
SvB_BS_001,Da Vinci-koden,Dan Brown,M,CRIME,bestseller,quot,166083,37922,88851,133485,183836,188650,178130,41875,51930,4008,5774,396,698,75392,108721,129714,133156,59464,45514,69722,73077,44038,55092,36865,35576,34413,23252,10232,450,35204,3118,25262,743,17536,40619,10522,7034,203942,662349,409002,45050,62203,126050,124406,5307,199189,160612,45289,57686,598183,506796,381470,473858,796523,801212,183327,179564,49118,38362,27708,36411
SvB_BS_002,Tjuvarnas marknad,Jan Guillou,M,CRIME,bestseller,quot,143365,50749,86272,118623,161907,174565,163761,42681,60761,7251,7523,1163,1484,66484,101134,120791,114023,54287,50005,107904,102930,20178,31864,47430,50642,28316,30114,19646,962,42543,1032,24533,162,15271,45878,14306,9968,140874,625354,495203,35886,50344,110277,112992,1628,199007,225156,32284,53157,687375,623711,301163,369917,751993,751718,237043,242053,47553,45212,45706,46929
SvB_BS_004,Skuggorna och regnet,Håkan Nesser,M,CRIME,bestseller,quot,112486,16718,92294,93612,149966,189078,168960,29429,45864,9690,11052,419,1257,51382,91035,135483,125902,53715,43264,99234,88056,25003,28453,45400,47804,30805,24660,25482,1311,38940,55096,24465,1127,23089,26806,14954,12547,226194,341285,404302,398422,57577,83686,161974,6797,148054,168655,26258,47839,651118,648869,336741,345206,802556,785637,185304,208511,67073,42996,34553,44177
SvB_BS_006,Boken om Blanche och Marie,Per Olov Enquist,M,PRESTIGE,bestseller,dash,61412,1450,59835,85517,154759,216552,164686,43448,52294,2759,7019,690,2340,46207,87474,156552,109050,60000,56104,73103,76561,16552,36116,42069,39024,29655,24885,5517,1153,45517,17298,53103,3961,23448,50455,14483,8707,140127,449767,461783,221940,66879,154151,194268,5379,133758,165009,44586,72153,758065,660907,241935,334125,903226,805400,96774,189849,0,38990,79365,33557
SvB_BS_007,Gregorius,Bengt Ohlsson,M,PRESTIGE,bestseller,dash,148247,12117,136130,100933,136259,212759,182171,46464,49467,1320,1425,578,441,65528,86645,146076,135606,66931,46955,90782,82789,6767,8734,43080,50937,41512,34636,9161,926,56615,60516,23686,1263,23768,42114,14690,8955,180760,185370,413111,540546,63615,76213,129170,2540,209465,193717,36074,45687,686018,622783,313164,376247,816844,762197,182339,236994,42629,31482,55062,46184
SvB_BS_008,Den röda vargen,Liza Marklund,F,CRIME,bestseller,dash,124700,41733,82965,124027,181691,211032,180269,37165,44730,5320,4472,551,603,70160,103646,149810,155511,61414,24950,92972,75188,23483,35027,35727,41861,29162,14994,6062,374,44186,1700,30312,482,22117,69849,14808,5918,169638,768655,418190,30289,71080,69270,174747,6619,165664,124699,32588,40719,593315,483548,397025,513600,795209,788842,195325,208438,34816,22366,39329,33145
SvB_BS_009,"En annan tid, ett annat liv",Leif G.W. Persson,M,CRIME,bestseller,dash,139505,54676,84764,112499,158003,201185,183781,48047,55767,5322,7692,860,1333,78133,102284,137995,134279,63776,49832,108256,88068,19954,48252,38408,46305,36872,24610,8267,637,46364,1746,24746,1074,27965,48299,12876,8400,207273,624920,399273,45064,85545,188856,134636,4044,170909,136731,34182,33445,650301,632943,343847,364220,785401,806317,209072,190771,38828,50984,35782,52253
SvB_BS_010,Bortom sanningen,Anne Holt,F,CRIME,bestseller,dash,110077,47912,62165,113395,171656,203039,182916,41242,51846,5343,5550,1252,949,66831,100700,138900,141028,64451,42065,104441,81155,18284,31432,33395,36274,31787,20928,7075,145,41806,660,21498,290,23856,63315,16927,9121,158306,740480,443154,20842,65995,80908,163754,3166,168072,154604,29811,31220,667771,516540,326339,481211,787962,818761,206332,179083,34919,38163,46559,48712
SvB_BS_012,Solstorm,Åsa Larsson,F,CRIME,bestseller,dash,92029,32121,59904,112855,166950,218237,183794,30447,42418,2958,3773,405,551,68273,105001,153918,148938,64631,35123,90470,74886,27552,52117,43398,42485,34712,21317,10087,1152,47446,4257,34868,1736,25622,63602,16843,8530,166049,542325,423395,233424,54351,66485,158916,13442,196719,144142,28388,35876,608000,479652,383724,517648,784828,800020,206897,197280,47035,25580,40900,29122
SvB_BS_013,Änglar och demoner,Dan Brown,M,CRIME,bestseller,quot,178207,39895,103444,142950,183732,193307,181431,37699,49940,5514,5994,551,1073,69382,101118,134904,135987,58854,45783,70811,75142,35192,42970,35719,33883,29954,22834,10578,599,34089,2446,21030,1189,15766,45899,12082,7076,171291,696078,421421,42413,57832,106618,149637,6394,198911,147485,49274,64205,660880,526413,325618,470378,775732,802010,211117,194886,44548,44715,37234,50329
SvB_BS_014,I cirkelns mitt,Dan Brown,M,CRIME,bestseller,quot,165770,38993,87800,138717,183759,196548,181936,42110,50900,7514,11139,539,661,75424,104556,134409,141868,62729,40467,74911,77027,28287,39761,36058,35410,36237,24886,10386,501,36442,2278,24517,820,13669,41765,12028,6549,148878,659697,445851,39063,73721,105484,122521,11018,207724,184174,41623,58658,632280,501550,349233,493182,755038,808603,226290,186191,38977,43410,43849,54822
SvB_BS_015,Linda - som i Lindamordet,Leif G.W. Persson,M,CRIME,bestseller,dash,169261,63937,105225,108951,154925,199837,177838,47062,54578,4723,7251,876,1863,74886,107722,140685,131518,59402,46614,117006,85883,19660,58855,37005,44315,36630,23702,6147,570,43386,1559,24164,751,31500,51224,13998,7061,158879,602522,435000,37728,86170,211618,143070,2939,175550,144766,29350,33987,636807,609802,356446,386946,785386,796896,208154,199975,53838,56765,45198,55546
SvB_BS_017,Kennedys hjärna,Henning Mankell,M,OTHER,bestseller,dash,114799,39291,75481,108218,155311,219669,193678,38991,42024,3309,3895,458,768,66656,97693,156041,142831,64010,51192,87196,72840,17867,34101,33570,32008,37108,25039,1349,159,56960,6452,22881,1060,39017,80471,18070,9883,271232,659416,379330,57459,73572,121486,104855,2052,170200,159518,44723,51508,714017,564361,279633,430948,725776,789047,267874,206261,45692,35624,28068,26166
SvB_BS_018,Stenhuggaren,Camilla Läckberg,F,CRIME,bestseller,quot,172780,39883,112142,92170,136506,203796,197473,30865,44898,2282,2292,577,901,61655,95682,140260,143265,63937,54467,107239,96369,25349,33600,42474,45291,32495,30773,22065,642,44380,428,29236,62,24622,78347,15295,11209,191683,647234,408342,9709,80586,126123,98794,2484,219980,214224,30020,41860,681175,558597,311480,439117,803047,803893,189608,193820,38993,42900,51178,55412
SvB_BS_019,Efter alla år av saknad,Peter Robinson,M,CRIME,bestseller,quot,171134,74525,64051,89004,147117,194176,183463,34029,48945,2872,4653,443,796,57940,98609,132506,132691,61979,51194,96545,84448,30808,60015,47635,48789,36203,30804,15364,562,40174,1296,24421,531,30164,54129,17994,9836,304471,674326,319812,26466,71177,123224,119826,3404,183609,172241,27296,43145,675712,568290,315996,416746,780944,757720,211066,227528,35883,37002,41404,54864
SvB_BS_020,Det blod som spillts,Åsa Larsson,F,CRIME,bestseller,dash,105555,24994,80561,112467,165564,220093,181999,31007,42018,3481,4444,280,633,65056,96771,154797,138901,65416,43383,102905,81019,18724,42117,40490,38157,31207,22604,13203,1192,40290,3786,31288,1403,30367,66496,15724,8975,162152,459146,417015,294366,50900,86277,189420,12481,180149,147047,25268,34511,633582,521967,360726,474284,794735,786700,199573,209627,25806,28360,38710,29838
